score,feature
0.999331103679,MeanWordLength
0.997324414716,binaryIUObjectStool
0.991638795987,NP_to_PRP
0.990969899666,binaryIUObjectWindow
0.984615384615,getImagabilityScore
0.978595317726,binaryIUSubjectGirl
0.972909698997,binaryIUObjectSink
0.972240802676,keywordIUObjectWindow
0.970903010033,binaryIUActionStoolFalling
0.968227424749,binaryIUSubjectWoman
0.967558528428,NP_to_DT_NN
0.96254180602,keywordIUSubjectWoman
0.958528428094,RatioPronoun
0.956856187291,keywordIUObjectStool
0.955852842809,binaryIUObjectCurtains
0.947826086957,ADVP
0.947157190635,mfcc5_kurtosis
0.940133779264,mfcc6_kurtosis
0.936789297659,AvgPPTypeLengthNonEmbedded
0.933110367893,NumAdverbs
0.929096989967,mfcc7_kurtosis
0.925752508361,mfcc8_kurtosis
0.924080267559,binaryIUPlaceExterior
0.922073578595,VP_to_VBG
0.920735785953,keywordIUObjectCurtains
0.920735785953,PProportion
0.919063545151,PP
0.909698996656,mfcc4_kurtosis
0.907357859532,AvgPPTypeLengthEmbedded
0.890969899666,NumNouns
0.883612040134,mfcc10_kurtosis
0.883612040134,binaryIUObjectCookie
0.880602006689,proportion_below_threshold_0.3
0.878595317726,keywordIUObjectSink
0.878260869565,PPTypeRate
0.876588628763,mfcc7_skewness
0.876588628763,NumInflectedVerbs
0.87525083612,binaryIUActionWaterOverflowing
0.871237458194,keywordIUObjectCookie
0.86254180602,VP_to_AUX_ADJP
0.857190635452,keywordIUPlaceExterior
0.855183946488,NumSubordinateConjunctions
0.853511705686,getConcretenessScore
0.841806020067,MLS
0.841137123746,VPProportion
0.841137123746,C_T
0.840133779264,VP_to_AUX_VP
0.831772575251,NumDeterminers
0.828428093645,C_S
0.827759197324,DC_T
0.827090301003,mfcc12_kurtosis
0.826086956522,mfcc13_kurtosis
0.826086956522,AvgVPTypeLengthNonEmbedded
0.822408026756,AvgVPTypeLengthEmbedded
0.821739130435,MLT
0.820735785953,S
0.817391304348,CT_T
0.809030100334,mfcc3_kurtosis
0.804682274247,avg_cos_dist
0.804013377926,INTJ
0.802675585284,getSUBTLWordScores
0.801337792642,CN_T
0.799331103679,mfcc11_kurtosis
0.792642140468,T
0.791304347826,mfcc9_kurtosis
0.784949832776,INTJ_to_UH
0.783612040134,mfcc5_skewness
0.783277591973,RatioNoun
0.780602006689,ADJP
0.777257525084,mfcc1_skewness
0.776588628763,binaryIUActionBoyTaking
0.771571906355,AvgNPTypeLengthEmbedded
0.767892976589,VP_T
0.759197324415,getFamiliarityScore
0.753177257525,RatioCoordinate
0.746488294314,keywordIUSubjectGirl
0.746153846154,mfcc10_vel_skewness
0.745150501672,mfcc8_skewness
0.74381270903,proportion_below_threshold_0.5
0.732107023411,DC_C
0.73143812709,mfcc5_vel_skewness
0.727090301003,mfcc10_accel_mean
0.723076923077,NumCoordinateConjunctions
0.720066889632,mfcc6_accel_skewness
