score,feature
0.998662207358,MeanWordLength
0.995986622074,binaryIUObjectStool
0.99397993311,age
0.988963210702,NP_to_PRP
0.987959866221,binaryIUObjectWindow
0.98127090301,getImagabilityScore
0.97525083612,binaryIUSubjectGirl
0.969565217391,binaryIUObjectSink
0.969230769231,keywordIUObjectWindow
0.967558528428,binaryIUActionStoolFalling
0.964882943144,binaryIUSubjectWoman
0.964214046823,NP_to_DT_NN
0.959197324415,keywordIUSubjectWoman
0.955183946488,RatioPronoun
0.953511705686,keywordIUObjectStool
0.952508361204,binaryIUObjectCurtains
0.944481605351,ADVP
0.94381270903,mfcc5_kurtosis
0.936789297659,mfcc6_kurtosis
0.933444816054,AvgPPTypeLengthNonEmbedded
0.929765886288,NumAdverbs
0.925752508361,mfcc7_kurtosis
0.922408026756,mfcc8_kurtosis
0.920735785953,binaryIUPlaceExterior
0.91872909699,VP_to_VBG
0.917391304348,keywordIUObjectCurtains
0.917391304348,PProportion
0.915719063545,PP
0.90635451505,mfcc4_kurtosis
0.904013377926,AvgPPTypeLengthEmbedded
0.888628762542,NumNouns
0.881605351171,binaryIUObjectCookie
0.880936454849,mfcc10_kurtosis
0.877926421405,proportion_below_threshold_0.3
0.876923076923,keywordIUObjectSink
0.875919732441,PPTypeRate
0.873244147157,mfcc7_skewness
0.873244147157,NumInflectedVerbs
0.872240802676,binaryIUActionWaterOverflowing
0.86856187291,keywordIUObjectCookie
0.861538461538,VP_to_AUX_ADJP
0.854849498328,NumSubordinateConjunctions
0.854515050167,keywordIUPlaceExterior
0.852508361204,getConcretenessScore
0.839464882943,VPProportion
0.839130434783,VP_to_AUX_VP
0.832107023411,C_T
0.830100334448,NumDeterminers
0.825418060201,mfcc12_kurtosis
0.824414715719,AvgVPTypeLengthNonEmbedded
0.823745819398,S
0.823411371237,mfcc13_kurtosis
0.822742474916,MLS
0.821739130435,AvgVPTypeLengthEmbedded
0.818394648829,DC_T
0.810367892977,C_S
0.810033444816,MLT
0.808361204013,mfcc3_kurtosis
0.804013377926,avg_cos_dist
0.803010033445,INTJ
0.802341137124,getSUBTLWordScores
0.802006688963,T
0.798327759197,mfcc11_kurtosis
0.794648829431,CN_T
0.791973244147,CT_T
0.789632107023,mfcc9_kurtosis
0.783277591973,INTJ_to_UH
0.782274247492,mfcc5_skewness
0.78127090301,RatioNoun
0.778929765886,ADJP
0.776923076923,mfcc1_skewness
0.776254180602,binaryIUActionBoyTaking
0.769565217391,AvgNPTypeLengthEmbedded
0.760869565217,VP_T
0.757859531773,getFamiliarityScore
0.751170568562,RatioCoordinate
0.745150501672,keywordIUSubjectGirl
0.742809364548,mfcc8_skewness
0.742809364548,mfcc10_vel_skewness
0.740468227425,proportion_below_threshold_0.5
0.730100334448,mfcc5_vel_skewness
0.724414715719,mfcc10_accel_mean
0.720735785953,NumCoordinateConjunctions
0.716722408027,mfcc6_accel_skewness
0.713712374582,VP_to_AUX
0.711371237458,binaryIUActionWomanDryingWashing
0.711371237458,DC_C
0.711036789298,VP
0.710702341137,TTR
0.703678929766,mfcc12_accel_mean
0.698996655518,binaryIUSubjectBoy
0.697324414716,MeanLengthOfSentence
0.695652173913,binaryIUPlaceKitchen
0.688963210702,tree_height
0.669899665552,getLightVerbCount
0.66220735786,NPProportion
0.658193979933,binaryIUObjectDishes
0.655852842809,mfcc11_skewness
0.647491638796,keywordIUPlaceKitchen
0.637123745819,mfcc11_vel_skewness
0.634782608696,mfcc1_kurtosis
0.634448160535,binaryIUObjectWater
0.634113712375,CP_T
0.632107023411,mfcc6_accel_mean
0.632107023411,MATTR
0.620066889632,mfcc10_accel_skewness
0.619732441472,mfcc8_accel_mean
0.619732441472,mfcc6_skewness
0.616053511706,mfcc5_mean
0.614381270903,energy_accel_mean
0.611036789298,mfcc8_vel_mean
0.607023411371,mfcc4_vel_mean
0.601672240803,mfcc10_vel_mean
0.601337792642,mfcc2_var
0.601003344482,ff_var
0.598327759197,keywordIUObjectPlate
0.595317725753,BrunetIndex
0.593311036789,NumInterjections
0.585953177258,mfcc2_kurtosis
0.582608695652,NPTypeRate
0.580936454849,mfcc7_accel_skewness
0.578929765886,mfcc12_accel_skewness
0.573244147157,keywordIUObjectDishcloth
0.571237458194,binaryIUObjectPlate
0.570903010033,mfcc10_mean
0.568227424749,mfcc11_vel_mean
0.563545150502,mfcc11_accel_mean
0.561204013378,keywordIUObjectCupboard
0.561204013378,binaryIUObjectCupboard
0.557525083612,CT
0.554849498328,FRAG
0.54381270903,binaryIUObjectDishcloth
0.542474916388,mfcc1_vel_var
0.541137123746,mfcc2_accel_mean
0.531772575251,TotalNumberOfWords
0.525418060201,mfcc9_var
0.519063545151,mfcc8_var
0.514715719064,HonoreStatistic
0.513377926421,mfcc9_skewness
0.511705685619,RatioVerb
0.506688963211,NumVerbs
0.504347826087,mfcc10_skewness
0.501337792642,CN
0.496989966555,UCP
0.494983277592,LST
0.49364548495,getAoaScore
0.491973244147,mfcc6_var
0.488963210702,mfcc4_mean
0.486622073579,mfcc1_accel_var
0.486622073579,energy_vel_kurtosis
0.483612040134,ff_mean
0.476923076923,mfcc6_vel_skewness
0.469565217391,mfcc8_accel_skewness
0.462876254181,mfcc13_accel_skewness
0.458193979933,mfcc7_vel_skewness
0.456856187291,ADVP_to_RB
0.455183946488,AvgNPTypeLengthNonEmbedded
0.453177257525,mfcc13_mean
0.448829431438,NumberOfNID
0.448494983278,mfcc_skewness
0.445484949833,mfcc9_vel_skewness
0.442809364548,mfcc13_accel_var
0.441471571906,mfcc11_accel_kurtosis
0.441137123746,keywordIUObjectWater
0.437123745819,mfcc1_vel_skewness
0.433779264214,mfcc3_skewness
0.433110367893,mfcc9_vel_kurtosis
0.432441471572,binaryIUObjectJar
0.430434782609,mfcc8_mean
0.423411371237,mfcc12_skewness
0.422742474916,mfcc4_var
0.417391304348,NAC
0.416722408027,energy_accel_kurtosis
0.416053511706,mfcc10_accel_kurtosis
0.415050167224,mfcc4_skewness
0.412040133779,WHADJP
0.402341137124,mfcc12_vel_mean
0.402341137124,mfcc12_accel_var
0.402341137124,DC
0.400334448161,CN_C
0.394983277592,energy_accel_var
0.394648829431,mfcc2_vel_var
0.39397993311,mfcc2_vel_kurtosis
0.392307692308,mfcc5_var
0.388294314381,energy_vel_var
0.384280936455,mfcc4_accel_skewness
0.379933110368,mfcc9_accel_mean
0.378595317726,mfcc6_mean
