score,feature
1.0,proportion_below_threshold_0.3
1.0,mfcc8_kurtosis
1.0,mfcc7_skewness
1.0,mfcc7_kurtosis
1.0,mfcc6_kurtosis
1.0,mfcc5_kurtosis
1.0,mfcc4_kurtosis
1.0,mfcc10_kurtosis
1.0,keywordIUSubjectWoman
1.0,keywordIUPlaceExterior
1.0,keywordIUObjectWindow
1.0,keywordIUObjectStool
1.0,keywordIUObjectSink
1.0,keywordIUObjectCurtains
1.0,keywordIUObjectCookie
1.0,getImagabilityScore
1.0,binaryIUSubjectWoman
1.0,binaryIUSubjectGirl
1.0,binaryIUPlaceExterior
1.0,binaryIUObjectWindow
1.0,binaryIUObjectStool
1.0,binaryIUObjectSink
1.0,binaryIUObjectCurtains
1.0,binaryIUObjectCookie
1.0,binaryIUActionStoolFalling
1.0,VP_to_VBG
1.0,VP_to_AUX_ADJP
1.0,RatioPronoun
1.0,PProportion
1.0,PPTypeRate
1.0,PP
1.0,NumSubordinateConjunctions
1.0,NumNouns
1.0,NumInflectedVerbs
1.0,NumAdverbs
1.0,NP_to_PRP
1.0,NP_to_DT_NN
1.0,MeanWordLength
1.0,MLS
1.0,AvgPPTypeLengthNonEmbedded
1.0,AvgPPTypeLengthEmbedded
1.0,ADVP
0.986666666667,mfcc12_kurtosis
0.983333333333,binaryIUActionWaterOverflowing
0.983333333333,VP_to_AUX_VP
0.98,C_T
0.976666666667,S
0.973333333333,C_S
0.97,VPProportion
0.966666666667,getConcretenessScore
0.96,DC_T
0.943333333333,CT_T
0.94,MLT
0.94,AvgVPTypeLengthNonEmbedded
0.926666666667,AvgVPTypeLengthEmbedded
0.913333333333,NumDeterminers
0.906666666667,mfcc3_kurtosis
0.9,mfcc13_kurtosis
0.88,INTJ
0.87,avg_cos_dist
0.866666666667,getSUBTLWordScores
0.863333333333,CN_T
0.86,mfcc11_kurtosis
0.856666666667,T
0.793333333333,INTJ_to_UH
0.743333333333,mfcc5_skewness
0.743333333333,RatioNoun
0.73,mfcc9_kurtosis
0.696666666667,binaryIUActionBoyTaking
0.69,mfcc1_skewness
0.676666666667,ADJP
0.663333333333,AvgNPTypeLengthEmbedded
0.653333333333,VP_T
0.55,getFamiliarityScore
0.45,RatioCoordinate
0.42,keywordIUSubjectGirl
0.416666666667,mfcc10_vel_skewness
0.413333333333,proportion_below_threshold_0.5
0.376666666667,mfcc8_skewness
0.35,DC_C
0.33,mfcc5_vel_skewness
0.29,NumCoordinateConjunctions
0.276666666667,mfcc10_accel_mean
0.236666666667,TTR
0.21,mfcc6_accel_skewness
0.163333333333,binaryIUActionWomanDryingWashing
0.163333333333,VP_to_AUX
0.14,mfcc12_accel_mean
0.14,VP
0.133333333333,MeanLengthOfSentence
0.126666666667,binaryIUSubjectBoy
0.116666666667,binaryIUPlaceKitchen
0.0833333333333,tree_height
0.0366666666667,mfcc11_skewness
0.03,keywordIUPlaceKitchen
0.0266666666667,binaryIUObjectPlate
0.0233333333333,mfcc5_mean
0.0233333333333,NumInterjections
0.02,keywordIUObjectPlate
0.02,binaryIUObjectDishes
0.0166666666667,mfcc12_accel_skewness
0.0166666666667,CP_T
0.0133333333333,mfcc10_accel_skewness
0.0133333333333,binaryIUObjectWater
0.01,ff_var
0.01,energy_accel_mean
0.01,NPProportion
0.00333333333333,mfcc1_kurtosis
0.00333333333333,getLightVerbCount
