score,feature
1.0,proportion_below_threshold_0.3
1.0,mfcc8_kurtosis
1.0,mfcc7_skewness
1.0,mfcc7_kurtosis
1.0,mfcc6_kurtosis
1.0,mfcc5_kurtosis
1.0,mfcc4_kurtosis
1.0,mfcc10_kurtosis
1.0,keywordIUSubjectWoman
1.0,keywordIUPlaceExterior
1.0,keywordIUObjectWindow
1.0,keywordIUObjectStool
1.0,keywordIUObjectSink
1.0,keywordIUObjectCurtains
1.0,keywordIUObjectCookie
1.0,getImagabilityScore
1.0,binaryIUSubjectWoman
1.0,binaryIUSubjectGirl
1.0,binaryIUPlaceExterior
1.0,binaryIUObjectWindow
1.0,binaryIUObjectStool
1.0,binaryIUObjectSink
1.0,binaryIUObjectCurtains
1.0,binaryIUObjectCookie
1.0,binaryIUActionStoolFalling
1.0,VP_to_VBG
1.0,VP_to_AUX_ADJP
1.0,RatioPronoun
1.0,PProportion
1.0,PPTypeRate
1.0,PP
1.0,NumSubordinateConjunctions
1.0,NumNouns
1.0,NumInflectedVerbs
1.0,NumAdverbs
1.0,NP_to_PRP
1.0,NP_to_DT_NN
1.0,MeanWordLength
1.0,MLS
1.0,AvgPPTypeLengthNonEmbedded
1.0,AvgPPTypeLengthEmbedded
1.0,ADVP
0.98,mfcc12_kurtosis
0.98,binaryIUActionWaterOverflowing
0.98,VP_to_AUX_VP
0.98,C_T
0.973333333333,S
0.966666666667,VPProportion
0.966666666667,C_S
0.96,getConcretenessScore
0.953333333333,DC_T
0.94,CT_T
0.94,AvgVPTypeLengthNonEmbedded
0.933333333333,MLT
0.92,AvgVPTypeLengthEmbedded
0.913333333333,NumDeterminers
0.893333333333,mfcc3_kurtosis
0.893333333333,mfcc13_kurtosis
0.873333333333,INTJ
0.86,avg_cos_dist
0.853333333333,getSUBTLWordScores
0.853333333333,CN_T
0.846666666667,mfcc11_kurtosis
0.846666666667,T
0.78,INTJ_to_UH
0.74,RatioNoun
0.726666666667,mfcc5_skewness
0.72,mfcc9_kurtosis
0.693333333333,binaryIUActionBoyTaking
0.68,mfcc1_skewness
0.666666666667,ADJP
0.653333333333,AvgNPTypeLengthEmbedded
0.633333333333,VP_T
0.54,getFamiliarityScore
0.433333333333,RatioCoordinate
0.406666666667,mfcc10_vel_skewness
0.406666666667,keywordIUSubjectGirl
0.393333333333,proportion_below_threshold_0.5
0.36,mfcc8_skewness
0.34,DC_C
0.32,mfcc5_vel_skewness
0.28,NumCoordinateConjunctions
0.26,mfcc10_accel_mean
0.233333333333,TTR
0.2,mfcc6_accel_skewness
0.153333333333,binaryIUActionWomanDryingWashing
0.153333333333,VP_to_AUX
0.126666666667,mfcc12_accel_mean
0.126666666667,VP
0.126666666667,MeanLengthOfSentence
0.12,binaryIUSubjectBoy
0.113333333333,binaryIUPlaceKitchen
0.0733333333333,tree_height
0.0333333333333,mfcc11_skewness
0.0266666666667,keywordIUPlaceKitchen
0.0266666666667,binaryIUObjectPlate
0.02,mfcc5_mean
0.02,keywordIUObjectPlate
0.02,NumInterjections
0.0133333333333,mfcc12_accel_skewness
0.0133333333333,mfcc10_accel_skewness
0.0133333333333,binaryIUObjectWater
0.0133333333333,binaryIUObjectDishes
0.0133333333333,CP_T
0.00666666666667,ff_var
0.00666666666667,energy_accel_mean
0.00666666666667,NPProportion
