score,feature
0.997101449275,MeanWordLength
0.988405797101,binaryIUObjectStool
0.963768115942,NP_to_PRP
0.960869565217,binaryIUObjectWindow
0.933333333333,getImagabilityScore
0.907246376812,binaryIUSubjectGirl
0.882608695652,binaryIUObjectSink
0.879710144928,keywordIUObjectWindow
0.873913043478,binaryIUActionStoolFalling
0.86231884058,binaryIUSubjectWoman
0.859420289855,NP_to_DT_NN
0.83768115942,keywordIUSubjectWoman
0.820289855072,RatioPronoun
0.813043478261,keywordIUObjectStool
0.808695652174,binaryIUObjectCurtains
0.773913043478,ADVP
0.771014492754,mfcc5_kurtosis
0.740579710145,mfcc6_kurtosis
0.726086956522,AvgPPTypeLengthNonEmbedded
0.710144927536,NumAdverbs
0.692753623188,mfcc7_kurtosis
0.678260869565,mfcc8_kurtosis
0.671014492754,binaryIUPlaceExterior
0.66231884058,VP_to_VBG
0.65652173913,keywordIUObjectCurtains
0.65652173913,PProportion
0.649275362319,PP
0.608695652174,mfcc4_kurtosis
0.598550724638,AvgPPTypeLengthEmbedded
0.527536231884,NumNouns
0.495652173913,mfcc10_kurtosis
0.495652173913,binaryIUObjectCookie
0.482608695652,proportion_below_threshold_0.3
0.473913043478,keywordIUObjectSink
0.472463768116,PPTypeRate
0.465217391304,mfcc7_skewness
0.465217391304,NumInflectedVerbs
0.459420289855,binaryIUActionWaterOverflowing
0.442028985507,keywordIUObjectCookie
0.404347826087,VP_to_AUX_ADJP
0.38115942029,keywordIUPlaceExterior
0.372463768116,NumSubordinateConjunctions
0.365217391304,getConcretenessScore
0.314492753623,MLS
0.311594202899,VPProportion
0.311594202899,C_T
0.307246376812,VP_to_AUX_VP
0.279710144928,NumDeterminers
0.25652173913,C_S
0.255072463768,DC_T
0.255072463768,AvgVPTypeLengthNonEmbedded
0.253623188406,mfcc13_kurtosis
0.250724637681,mfcc12_kurtosis
0.230434782609,AvgVPTypeLengthEmbedded
0.227536231884,MLT
0.223188405797,S
0.208695652174,CT_T
0.182608695652,mfcc3_kurtosis
0.165217391304,avg_cos_dist
0.159420289855,INTJ
0.146376811594,CN_T
0.144927536232,getSUBTLWordScores
0.139130434783,mfcc11_kurtosis
0.133333333333,mfcc9_kurtosis
0.107246376812,T
0.101449275362,mfcc5_skewness
0.0884057971014,INTJ_to_UH
0.0855072463768,RatioNoun
0.0840579710145,mfcc1_skewness
0.0782608695652,ADJP
0.0695652173913,binaryIUActionBoyTaking
0.0594202898551,AvgNPTypeLengthEmbedded
0.0536231884058,RatioCoordinate
0.0405797101449,mfcc8_skewness
0.0376811594203,mfcc10_vel_skewness
0.0347826086957,VP_T
0.0260869565217,keywordIUSubjectGirl
0.0246376811594,mfcc5_vel_skewness
0.0231884057971,NumCoordinateConjunctions
0.0217391304348,getFamiliarityScore
0.00579710144928,mfcc10_accel_mean
0.00579710144928,binaryIUActionWomanDryingWashing
0.00434782608696,proportion_below_threshold_0.5
0.00434782608696,DC_C
